title,year,rating,plot,summary
How to Talk to Girls at Parties,2017,5.7,An alien touring the galaxy breaks away from her group and meets two young inhabitants of the most dangerous place in the universe: the London borough of Croydon.,"It's pretentious and cheesy, unique and amazing. The only promise I can make is that you have never seen anything like it. That in itself should be enough to make any movie or art lover feel like this movie was money and time well spent. Of course there are flaws, but it's punk, that's what gives it character. If you spend all your money on Hollywood reboots, stay far, far away...You can enjoy the humor in this movie on the surface level or try to dig deeper into the many metaphors. I just went along for the ride and had a great time."
Death Proof,2007,7.0,"Two separate sets of voluptuous women are stalked at different times by a scarred stuntman who uses his ""death proof"" cars to execute his murderous plans.","It all started as an homage to old exploitation cinema and double feature screenings. It was meant to be one of the most shamelessly entertaining films of the year. Sadly, after flopping in the US, Grindhouse has been chopped in two, with Quentin Tarantino's segment, Death Proof, being the first to be released on its own after competing at the Cannes Film Festival. It is not presented in its Grindhouse version, which included scratches, dirt, missing reels and other visual aging techniques; instead, we get the full cut, containing additional information regarding certain plot points and a few ""juicy"" bits that were left out first time around (a hot lap dance being the best new scene). And while it certainly would be fun to see the entire double-bill in all its glory (hopefully it will get a worldwide DVD release), I must say I really enjoyed QT's half as a separate picture.As this is intended to be Tarantino's answer to '60s and '70s B-movies, the plot of Death Proof is extremely simple: there is a psychopath, named Stuntman Mike (Kurt Russell), who enjoys killing women with his car, a virtually indestructible vehicle (""This car is 100% death proof. Only to get the benefit of it, honey, you REALLY need to be sitting in my seat!""). Whenever he arrives in a new town he selects a group of girls and sets his perverse plan into motion. And unless he runs into someone who is as crazy or drives as well as him, there is no way to stop him.Those expecting QT's usual stream of film references will be disappointed: apart from a hilarious restaurant scene that sort of spoofs the opening of Reservoir Dogs and a couple of nods to similarly themed horror flicks (and, of course, the casting of Russell, which is a deliberate homage to John Carpenter), the director is not interested in exposing his absolute knowledge of this kind of cinema. This time, he delivers a straightforward genre movie, albeit with his trademark tough women at the center. The trailer promised a wildly fun B-movie, and that's exactly what Death Proof is: a movie like they don't make anymore, old-fashioned, irony-free and exciting as hell.However, this does not mean Tarantino has set his visual or verbal obsessions aside: the dialogue is as imaginative and surreal as it has always been, and there are enough shots of bare female feet to keep fans happy. Naturally, being this a QT flick, those feet belong to a quality cast: the only real star in the film (apart from the villain, that is) is Rosario Dawson, but she is part of a talented ensemble, which includes Vanessa Ferlito (CSI: NY), Rose McGowan (Scream) and stunt-woman Zoe Bell (who doubled for Uma Thurman in Kill Bill). The mention of honor, though, goes to Russell, who finally has the opportunity to go all bad again, and boy, does he go bad: even when he is pretending to be a friendly chap who offers you a ride home, he exudes a sense of menace that doesn't leave until the end of the picture. Also worth praise are Michael Parks, reprising his role of foul-mouthed sheriff Earl McGraw (of From Dusk till Dawn and Kill Bill fame) and tying the two halves of the film together, and Tarantino himself, popping up as smug, ridiculously likable bartender Warren. The latter is particularly charming because, unlike other times (From Dusk's Richie Gekko is a good example), QT does not try to prove he can act (although he pulled off a remarkable job in Alias). He's just there for the sheer fun, like everyone else.Pure, unadulterated fun and excitement: that's the key to appreciating Death Proof. Do not expect a smart, unusual take on an overused genre, like the director has done in the past: this time around, he sticks to the rules, delivering a loud, silly, sexy, violent piece of Entertainment with a capital ""e"". It may not be the best film of 2007, but it sure as hell is one of the most purely enjoyable."
The Wizard of Lies,,6.8,"The fall of Bernie Madoff, whose Ponzi scheme robbed $65 billion from unsuspecting victims; the largest fraud in U.S. history.",The Wizard of Lies is an excellent Bio film and depiction of real life events. Never is the viewer lost in financial jargon as the film goes to great lengths to accurately explain the crimes Bernie Madoff committed on the American Public at large and his investors. My only problem besides the long run time of this film is that it has no choice but to paint Madoff as a sympathetic character which is much more than he deserves. A victim of his own greed the fact that he was able to defraud and scheme on his own is amazing and terrifying at the same time. It makes the viewer question our countries financial structure and institutions. If one man can alone do so much damage to an already struggling stagnant economy how could this happen? Even worst still how many like him go unrecognized? Excellent acting and dramatic conflict is presented in the wizard of lies. A film that is as educational as it is entertaining.
Sicario: Day of the Soldado,2018,7.1,"The drug war on the U.S.-Mexico border has escalated as the cartels have begun trafficking terrorists across the US border. To fight the war, federal agent Matt Graver re-teams with the mercurial Alejandro.","The first Sicario film was a surprise to me, and I enjoyed it for its slick thrills but also its darkness and twists and turns; like many I looked forward to the sequel - or rather, the next film, since this isn't really a sequel so much as a film with the same characters. The film places the characters into an unofficial war with the cartels where US forces try to engineer wars between the cartels to make them weaken and distract each other. This action is started due to terrorists being brought into the US as part of human smuggling run by the cartels - which gives the film an opening few minutes that matches the first film for impact.From this very topical and heated place, the film actually plays out a fairly pedestrian plot that gets progressively smaller after a certain point. It delivers quite a few solid and slick sequences along the way, and mostly the impact of these carries the film. It isn't as good as it appears though, and the plotting doesn't really build - and it is disrupted by some very lazy writing where convenience keeps things going, no matter how unlikely it is. Such things do hurt the film, and took me out of the immersion I felt in the first film; in particular the ending I thought was pretty weak as a conclusion to this film, albeit opening it for the third film that we all knew was in the works before this one was even released.The cast add to the sense of quality, and the performances are suitably tough and committed. The production standards are high, and it is easy to see the money and effort up there. It is just a shame that at its core, the writing is not as tough and engaging as everything else would have you believe. Still a solidly tense affair that is too slick to not be worth a look, but not as good as it seems."
Káin gyermekei,2014,7.7,"Three boys, they all committed murder. After discovering their haunting faces and disturbing stories in a banned prison documentary from 1984, the filmmaker goes out to find them and discovers untold secrets and a Hungary he has never known.",FollowsBebukottak(1985)
Chance of a Lifetime,,5.8,"Irreverent freelance investigative reporter Tom Maguire hits rock bottom when bigoted editor-in-chief Ivan refuses to print his pieces anymore and he also needs an operation on his bad back, but his health insurance has just expired. Sympathetic editor Irene Dunbar, feeling guilty that she didn't save his job, volunteers for a fake marriage so he can use her insurance...Read all","This movie Is the basic love story that most people have seen.  Guy and girl work together,someone gets fired, they have to get married for some reason or other, and they only plan to keep it up for a few weeks.  Eventually they realize that they love each other and they stay married. I don't want to give away the whole story so just watch it if you ever get the chance.  I like the love stories that end good and happy."
The Dilemma,2011,5.3,A man discovers that his best friend's wife is having an affair.,"OK..OK..it wasn't 'awful', but it wasn't OH MY GAWD this is great either. The Dilemma is presented as a conflict that Vince Vaughn has when he sees his best friend and business partner's wife having an affair. Coulda , shoulda, woulda been a different movie had the following happened: 1. Winonna Ryder...isn't in the movie 2. Kevin James ..had more comedy rather than 'engineering' skills 3. Winonna and Kevin were 2 different actors that were the married couple in this flick AND, 4. they stuck to the storyline and stopped adding countless subplots that have no impact on the movie or the comedy or the acting.This movie had a lot of potential, it just didn't produce it.Vince and Jennifer were acceptable as an unwed committed couple but there wasn't enough balance between comedy and drama. I went into this expecting comedy and got more drama. It just wasn't Vince's best work, nor was it Ron's.Even the 'other man' (who's name escapes me) was just too far fetched to wrap my mind around in character. He was over he top. If he was like the guy from the Richard Gere, Dianne Lane movie, then it'd be more believable.I'm just not sure what I watched tonight. Vince had his typically banter and rhetoric in some scenes, but the movie was just too heavy and too over the top with story lines for me to count...or to recommend.I also didn't like Queen L in this...she overacted her scenes and her character just didn't seem to fit in enough to make it worth her paycheck. This is the same actress that got the Oscar nod for Chicago...completely overacting in this movie.I'd definitely wait for the DVD..as a rental. You will only want to see it once.."
Falling in Love,1984,6.5,"Although they live married lives, two strangers keep running into each other, starting a friendship that could blossom into so much more.","I came across this film by accident one night. I'd never heard of it but it starred Meryl Streep and Robert De Niro, so I stuck it on. A more modern take on Brief Encounter, this film sings because of the chemistry between its leads and it quickly became clear to me that it'd be a film I'd revisit.Sometimes you've just got to go with a film for what it is - Falling in Love won't change your life and it doesn't push any cinematic boundaries, but it's a classic love story that brought together two of the best actors of its time. It's now one of my (not so) guilty pleasures."
Bride Wars,2009,5.5,Two best friends become rivals when their weddings end up scheduled on the same day.,"This is not a bad film, but it falls far short of its potential, given its two talented stars (Anne Hathaway as Emma, and Kate Hudson as Liv) who portray best friends who grow up sharing a dream of the perfect wedding.When it comes time for their big days, a wedding planner makes a scheduling mistake, and they find themselves adversaries. Though they still love each other, their desire to realize their dreams overpowers their affection. What follows is a battle of ""tit for tat"".The story is rather formulaic. And there are no surprises. And opportunities were missed that might have resulted in more entertainment. For example, in one scene, Anne Hathaway dances, but Kate Hudson just sits and watches her, despite the fact that Hudson can dance and it would have made more sense if the Liv character had done just that.Also, since Hudson and Hathaway are both accomplished singers, one can imagine a scene that would involve singing, say a karaoke competition."
Valentine's Day,2010,5.8,Intertwining couples and singles in Los Angeles break-up and make-up based on the pressures and expectations of Valentine's Day.,"On the Valentine's Day in Los Angeles, the lives of several dwellers are entwined and affected somehow by love. The florist and owner of the Siena Bouquet Reed Bennett (Ashton Kutcher) proposes his insecure girlfriend Morley Clarkson (Jessica Alba) that says yes to him. His best friend Julia Fitzpatrick (Jennifer Garner) is in love with Dr. Harrison Copeland (Patrick Dempsey), but she does not know that he is married and celebrating his fifteenth wedding anniversary with his wife Pamela Copeland (Katherine LaNasa). The bitter TV sports reporter Kelvin Moore (Jamie Foxx) is assigned by his boss to cover stories of people in love in LA. The phone sex entertainer Liz (Anne Hathaway) hides her profession from her boyfriend Jason (Topher Grace). The grandson of the couple Edgar (Hector Elizondo) and Estelle (Shirley MacLaine), Edison (Bryce Robinson), has a secret unrequited love at school while his grandparents are facing a crisis in their marriage. The executive Holden Wilson (Bradley Cooper) befriends Captain Kate Hazeltine (Julia Roberts) that is eleven months away from home in the fourteen-hour flight back to LA. The contract of the veteran quarterback Sean Jackson (Eric Dane) is not renewed by his team and he schedules an interview to the press with his neurotic publisher Kara Monahan (Jessica Biel) that hates Valentine's Day. The teenagers Alex (Carter Jenkins) and Grace (Emma Roberts) are planning to have sex for the first time. The cheerleader Felicia (Taylor Swift) is in deep love with her boyfriend, the athlete Willy (Taylor Lautner). In the end of the day, revelations will fortify or end loves.""Valentine's Day"" is a sweet movie of director Gary Marshall with a constellation of stars in the cast. The concise screenplay succeeds in developing characters and entwined stories along 125 minutes running time. There are some excellent lines, with jokes (Taylor Lautner telling that he feels uncomfortable taking his shirt off in public is hilarious) and surprises (the revelation of Holden and Kate loves are among the best). I was surprised with the bad reviews in IMDb. My vote is seven.Title (Brazil): ""Idas e Vindas do Amor"" (""Comings and Goings of the Love"")"
Open Season,1995,5.3,"When the television ratings machines suddenly malfunction, public television suddenly, but mistakenly, soars to #1 in this humorous satire.","Robert Wuhl writes, directs and stars in this limp satire of the television industry. Wuhl works for the major television ratings company, but when he is denied a promotion, he jumps ship to work for Helen Shaver, the manager of a public television network. Wuhl is not particularly good at his job, but a malfunction in the ratings boxes makes it look like he is when public television seems to be coming up as the top rated network. This causes chaos at the former number one network, a sleazy, pandering operation programmed by Rod Taylor. All of the targets for satire here are super obvious, and none of it transcends the most superficial level. The owner of a network thinks winning makes his dick bigger. Ha ha ha ... hilarious. This is an okay waste of an hour and a half, but it's never really better than mildly amusing."
The Shipping News,2001,6.7,An emotionally beaten man with his young daughter moves to his ancestral home in Newfoundland to reclaim his life.,"Having read the brilliant and seamless novel - and believing that movie adaptations of novels rarely succeed - I did not expect to like this movie. Much to my surprise, I found the film totally successful. Kevin Spacey - who seemed to be an odd choice for the role - is perfect as Coyle, capturing the true spirit of the character and proving himself to be one of the finest movie actors of his generation. Judi Dench is, as always, just right. Julianne Moore (I was not previously familiar with her work) is astonishing. The look of the movie...the tone...the screenplay all work - as an adaptation of the novel and as a film unto itself. I do not understand why this movie did not garner more recognition. I strongly recommend it to those who have read the novel and those who have yet to experience Annie Proulx remarkable prose."
Solo: A Star Wars Story,2018,6.9,"During an adventure in the criminal underworld, Han Solo meets his future co-pilot Chewbacca and Lando Calrissian years before joining the Rebel Alliance.","Reviewers say 'Solo: A Star Wars Story' elicits mixed reactions, praising Alden Ehrenreich and Donald Glover's performances and the film's adventurous spirit. Many appreciate the expanded universe and Han Solo's backstory. However, some criticize the lack of depth, inconsistent tone, and pacing issues. The visual style and certain plot elements receive negative feedback. Despite flaws, many find it an enjoyable addition to the franchise."
Ferdinand,2017,6.7,"After Ferdinand, a bull with a big heart, is mistaken for a dangerous beast, he is captured and torn from his home. Determined to return to his family, he rallies a misfit team on the ultimate adventure.","It seems that some people think the jokes in this movie fall flat and there is too much unnecessary clutter, but I honestly really really loved this movie. It was a reluctant choice after not finding anything else playing that we wanted to see, but man am I glad we saw it!Ferdinand is the cutest bull I've ever seen, and I have to say I'm not familiar with this studio's other films but I thought the animation style was wonderful. I especially liked the wide range of expressions on Ferdinand's face throughout the movie, with a few close-ups that really captured the perfection of those expressions well.The story itself was inspirational and heartwarming, full of examples and discussions on being yourself and breaking the mold and not letting anyone else define who you are. There were some heavy-handed moments that I'm not sure a younger viewer would understand, or possibly that may be too bleak for a very young viewer. Some of the humor was a little more adult-oriented, but most of it was clean, although sometimes rather stupid. The ending is pretty much exactly what you'd expect of a feel-good kid's movie, and I liked it very much."
Fantastic Beasts: The Crimes of Grindelwald,2018,6.5,"Gellert Grindelwald plans to raise an army of wizards to rule over non-magical beings. In response, Newt Scamander's former professor, Albus Dumbledore, seeks his help to stop him.","Reviewers say 'Fantastic Beasts: The Crimes of Grindelwald' offers a darker tone and expanded world-building with mixed reception. Praised for performances by Eddie Redmayne, Johnny Depp, and Jude Law, and impressive visual effects, the film struggles with a convoluted plot and numerous subplots. Critics argue it lacks focus, serving more as a setup for future installments. Disappointment arises from the limited role of fantastic beasts and an underdeveloped villain. Despite these issues, some appreciate its deeper exploration of the wizarding world and ties to the Harry Potter series."
Leaving Neverland,,7.0,"At the height of his stardom, the world's biggest pop star, Michael Jackson, began long-running relationships with two young boys, aged between seven and ten, along their families. They now allege that he sexually abused them.","It's interesting how people are trying so hard to find an excuse for MJ. They just don't want to beleive anything bad. Imagine if your next door neigbour was walking around holding hands with boys (every time with a different one), and you know that these boys spend nights in his apartment. You know that their parents are not there all the time. Wouldn't you be calling police? And if that neigbour was telling you that what he does that because he loves children and he didn't have a childhood, wouldn't you recommend him to see a psychiatrist?
But in case of MJ it all makes sence. All that is pefectly normal. I don't get it! Wake up, people!!!"
What Happened to Monday,2017,6.8,"In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.","This film tells the story of a future world, where only one child is allowed door to overpopulation. Seven sisters hide in secret until they are discovered by the authorities.Science fiction is usually not my favorite genre, but ""What Happened to Monday"" blew me away. The plot is original and it's excellent. A life of hiding and living only one day a week is pretty unimaginable, but the sisters managed it. As horror falls, the story gets really thrilling and completely draws me in. I long to see how things end up and what happens to the sisters. The title can be interpreted in two ways, and I think it is very clever. I think this film will be a classic, and it certainly ranks very high up in my list alongside with ""Gattaca""."
RocknRolla,2008,7.2,"When a Russian mobster orchestrates a crooked land deal, millions of dollars are up for grabs, drawing in the entire London underworld into a feeding frenzy at a time when the old criminal regime is losing turf to a wealthy foreign mob.","This is a typical Guy Ritchie film. With a wide range of characters and some very powerful performances to random shots making you wonder where the story is headed but just in time to converge in one final showdown leaving you with just word.. WOW!! I can't help but compare it to SNATCH..as they are similar in so many ways...but SNATCH was much more intense, funny and a better script.Some very fine performances from Gerard Butler from 300, Tom Wilkinson from Michael Clayton but what really surprised me was outstanding performance by Toby Kebbell. His subtle dialogue and crazy laughter really spells horror and magic at the same time. The story takes you through the world of mafia and spins all dramatic sequences with blood, deceit and loads of humor. The scene where Gerard and his gang escape from the two Russian militants... that scene made me laugh like crazy.I just loved this movie and i can't wait to see the sequel."
Measure of a Man,2018,6.4,A bullied adolescent experiences a turning point summer in which he learns to stand up for himself.,"Really good and light movie, i was crying at one moment. You can watch this with family when you will stay together on a cold or rainy evening at home.8 stars of 10."
Babe: Pig in the City,1998,5.9,"Babe, fresh from his victory in the sheepherding contest, returns to Farmer Hoggett's farm, but after Farmer Hoggett is injured and unable to work, Babe has to go to the big city to save the farm.","The wildest thing about Babe: Pig in the City isn't that it's directed by George Miller, it's that it's recognisably a George Miller film. The narration, chaptered structure and overall insanity are thoroughly his plus there's a lot here that either comes from his Mad Max Saga or would end up in it afterwards. This may look family friendly but it goes to some dark places.Elizabeth Daily nails the endless optimism of Babe, a character who always does the right thing no matter what and her voice acting matches that straight away. Everyone else does a good job of voicing their on screen animals opposed to any signs of stunt casting, making it one of the least uncanny versions of this mostly bygone trend.George Miller's direction powers through any and all flaws on sheer weirdness alone. The world building is really fascinating as the titular city is a real smorgasbord of recognisable landmarks and iconography from across the globe which keeps the whole thing interesting, even when some set pieces start to overstay their welcome."
Rio,2011,6.9,"When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams.","Rating: *** out of 4.I usually don't like movies like RIO, mainly because they always end up being rehashes of previous movies; unless your talking Pixar, there's very little to no new things in animated movies nowadays other than their exquisite looks. So when I saw a special advanced screening of RIO a few days ago, my expectations were low, enough for me to expect that the film will fail. But hey, what a surprise! It's pretty good actually. So RIO ain't a new masterpiece-it's not at all much different with any Dreamworks or Blue Sky Animation effort that comes out every given year- but it was fun. The kids at the screening had a ball with it, but I can also hear older teenagers and adult audiences chuckling along with them. And I'm up there with them.The story isn't something you haven't heard before. Blu (voiced by Jesse Eisenberg) is a rare Blue Macaw raised in Minnesota by the bookish Linda (voiced by Leslie Mann). But being the last male of his species, Blu is requested to leave his Minnesota homeland and shipped to his real birthplace, in Rio de Janeiro, where a female of the same species is being kept in captivity. Blu doesn't warm up easily to the impetuous Jewel (voiced by Anne Hathaway), and certainly a rare bird such as her being kept in captivity like that doesn't help. It also doesn't help that Jewel wants to escape and Blu, being a total ""housebird"" and all, can't fly.But what it lacks in a fresh new idea it more than makes up for in lively execution. This movie is just amazing to look at, boasting one of the most gorgeous looks of any animated movie since some of the Pixar films and the occasionally bizarre but lavish-looking BEE MOVIE. It may even be more beautiful since this is exactly what it wants to be and not much else. Director Carlos Saldanha, who helmed two ICE AGE sequels, and the rest of the crew have done just that. The eye-popping visuals are the moneymaker and one of the few films to come out once and a while that is worth paying extra money to see on 3D. Once again, the 3D ain't something groundbreaking, but it's exactly what comes to mind when thinking of 3D; the visuals are pristine and dynamic, with flying scenes that are just breathtaking to watch. I could almost feel the wind as a glider glides past the Christ the Redeemer statue. Rio itself looks gorgeous, from the ""Carnival"" parades to the look of it during the nighttime scenes are just beautiful. If nothing else, it's a virtual tour of a beautiful portrait painted by Saldanha and his animators. The voice cast ain't bad either. Eisenberg is hilarious, and granted he'll be doing these kind of work sometime soon. The real standout is Jemaine Clement (from FLIGHT OF THE CONCHORDS), who lends an irresistible bad guy charm as a cockatoo named Nigel. Hathaway, George Lopez, will.I.am and Jamie Foxx all fulfill their roles perfectly.RIO ain't much new, but at least I enjoyed it for what it is. And I wouldn't mind going back to it during its official release and wallow in the dazzling scenery again. Here's a movie meant to be done (and seen) on 3D."
Hotel Transylvania 3: A Monster Vacation,2018,6.3,"Count Dracula and company participate in a cruise for sea-loving monsters, unaware that their boat is being commandeered by the monster-hating Van Helsing family.","When the lonely Count Dracula goes on vacation with Mavis, his family and monster friends on the cruise ship Legacy, he immediately falls in love with the human Captain Ericka. However the mysterious woman has a secret that may jeopardize Dracula, his family and the other monsters. Who is Captain Ericka?""Hotel Transylvania 3: Summer Vacation"" is another funny animation of this successful franchise. This time with a predictable romance between Dracula and a woman. In-between, lots of confusions and funny situations with the monsters. My vote is seven.Title (Brazil): ""Hotel Transilvânia 3: Férias Monstruosas!"" (""Hotel Transylvania 3: Monstrous Vacation"")"
Out of Sight,1998,7.0,"A career bank robber breaks out of jail, and shares a moment of mutual attraction with a U.S. Marshal he has kidnapped.","Ah, 1998 Bill Clinton was still in the White House, the Gulf War had no sequel, gas was under $2.00 a gallon, and a kinda-known actress was in her pre-J. Lo/Jenny from the Block/Bennifer/media whore phase.Back when she used to have a little (now she has a lot), Jennifer Lopez was actually enjoyable in Steven Soderbergh's 'Out of Sight.' I saw this in the theater when it came out and remember thinking it was one of the better films I'd seen that year. I watched it again last night on DVD, and I have to say that it still holds up. Clooney is finally given a worthy vehicle, and he and Lopez have actual, undeniable chemistry on the screen. The supporting players (especially the incomparable Don Cheadle) are perfectly cast. Soderbergh effortlessly knocks this one out of the park.One critic gave the film two and a half out of four stars and claimed 'Out of Sight' was in need of a 'shot of adrenaline,' but I have no idea where he's coming from. When you think of all the bad movies that are released in any given year, you'd think you'd appreciate something like this."
Mission: Impossible - Fallout,2018,7.7,"A group of terrorists plans to detonate three plutonium cores for a simultaneous nuclear attack on different cities. Ethan Hunt, along with his IMF team, sets out to stop the carnage.","Reviewers say 'Mission: Impossible - Fallout' delivers thrilling action, impressive stunts, and a dedicated performance by Tom Cruise. The film is celebrated for its high-octane scenes but criticized for a convoluted plot and predictable twists. Some find it relies on familiar tropes and lacks originality, with underutilized characters. Despite these issues, it is seen as a solid, exciting entry in the franchise."
Legend of the Guardians: The Owls of Ga'Hoole,2010,6.9,The young owl Soren is kidnapped by the evil owls of St. Aegolious who want to turn him into a soldier. He escapes with some of his friends and warns the mythical guardians about the evil plan.,"Legend of the Guardians is director Zack Snyder's first attempt at a completely CGI and children's film while his other credits are all hard ""R"" films. So does the king of slow-mo succeed?The quick answer is yes. Guardian's is a film that takes the liberties 3D and photo realistic CGI have to offer, like Avatar, to make a world and characters larger (or smaller) than life to let your mind be soothed into something beautiful, mystical, and most importantly, entertaining.The story takes the classic yet reliable fable of good versus evil. To put it simply, an army of Evil owls who have obvious horrid intentions of ruling the Owl Kingdom must be stopped against all odds. The only creatures powerful and wise enough to defeat the army are the legendary Guardians of Gahoole.The film follows main owlet Soran, voiced heroically by Jim Sturgess. Soran is kidnapped by the army of the Evil Owls. After being exposed to the armies wrong doings, Soran knows the only hope in defeating the baddies are to warn the Guardians. From there, the film takes flight into an epic adventure of action, companionship, and beauty.Guardians is a rare treat in computer animated cinema. While Pixar is always reliable, Guardians is a very different film that strives to be an epic while appealing to a mass audience and succeeds in doing so. From the fantastic action scenes, to the articulate directing, spectacular animation, smart 3D, and top notch voice acting, Guardians is a film that will leave you mesmerized days after it's viewing."
Entourage,,8.4,"Film star, Vince Chase, navigates the vapid terrain of Los Angeles with a close circle of friends and his trusty agent.","You know it's a good show when you watch it for the second time and you like it more than you did before. Can you imagine a show with all the great modern actors? Well there you have it.
I must say that these guys have simply just rocked this show and they have portrayed their characters as if it was all real. Not to mention Ari Gold's character who you may fall in love with starting episode 1. This show was and still is a masterpiece!
p.s: I will watch it again in a few years. I cannot wait."
Entourage,2015,6.5,"Movie star Vincent Chase, together with his boys Eric, Turtle, and Johnny, are back - and back in business with super agent-turned-studio head Ari Gold on a risky project that will serve as Vince's directorial debut.",This movie is not up to par on the series. I wasn't blown away after watching but not disappointed either. Still it was nice to see the boys back on the screen and thought the ending was a good fit.
Super Troopers 2,2018,6.0,"When a border dispute arises between the U.S. and Canada, the Super Troopers are tasked with establishing a Highway Patrol station in the disputed area.","I went and saw this as a double feature with the original. Hadnt watched the original in years but it was fun to see again. The second one is just like the first. Bad plot, funny movie. I laughed harder than I have in the theater in a long time. The comedy is at times, brilliant, stupid, uncomfortable, memberberry, but it is pretty constant throughout with making you laugh. My stomach still hurts a bit. Anyone who is bashing this movie in a review....I dont know what they expected, but this one is worth a watch. If you liked the first one, you should like this one."
"Paul, Apostle of Christ",2018,6.6,"Luke risks his life to visit Paul, who is captive in a Roman prison under Nero's rule. Together, they struggle against a determined emperor and the frailties of the human spirit to live out the Gospel and spread the message to the world.","This movie is far better than your typical Bible or 'faith-based' movie; I admittedly had some low expectations going in to see it and was very surprised by a quality film with a beautiful message. Not for one second did I feel that this was preachy or 'Bible-beating'... it was more pure and authentic and humanist. 
The acting is top notch, with Jim Caviezel, Faulkner, and Olivier Martinez really giving some nuanced and layered performances. Nobody phoned in their roles, you could sense a level of passion and commitment to the story. The music was also excellent, a gorgeous score that was paired with some nice cinematography and production design. The movie looked good and sounded, but importantly - it felt good. 
Lots of films in the devotional genre tend to end up being mere dramatic recreations of the gospels, but this one, while delivering authenticity, was not as concerned with delivering a 'live-action experience of the Bible' so much as striving to express the true message of Paul. That message, the one that is basically Christ's Sermon on the Mount, is the crux of the film. This gives it an emotional heft that is quite poignant. I wasn't so moved by the characters' actions and the story in so much as what they were feeling in their hearts and what they were expressing. 
Dammit this movie hit me right in the feels and I already know it will linger with me for days. That is a good sign that I just participated in some human art. 
Won't win any Oscars, and sadly probably won't light up the box office but this is a fine and beautiful movie with an important and relevant message for the world today."
Westworld,,8.4,"At the intersection of the near future and the reimagined past, waits a world in which every human appetite can be indulged without consequence.","Reviewers say 'Westworld' is acclaimed for its intricate storytelling, philosophical themes, and exploration of AI and consciousness. The series is lauded for its complex character arcs, stunning production design, and standout performances by Evan Rachel Wood, Thandie Newton, and Ed Harris. However, some critics note a decline in quality post-first season, finding later installments less engaging and more convoluted. Discussions often revolve around morality, free will, and technology's impact on humanity, drawing comparisons to other sci-fi works."
The Neon Demon,2016,6.1,"An aspiring model, Jesse, is new to Los Angeles. However, her beauty and youth, which generate intense fascination and jealousy within the fashion industry, may prove themselves sinister.","Going into this film, I didn't truly know what to expect. All I knew was that the promotional images really captured my attention, due to the pretty colors, with up-and-coming actress, Elle Fanning in the center. A ""nymphet"" Tumblr blog I follow also re-blogged images from this. It's some kind of horror (I read the sex/nudity descriptions in the parental guidance section here prior to viewing) that has very mixed reviews.Much of the the first two acts is relatively slow and realistic. It's got great visuals, despite two scenes with annoying flashing lights. The trip-hop soundtrack by Cliff Martinez is also ear-catching. But, boy, was I not expecting such a final act! Thinking back on it, there's a decent amount of foreshadowing leading up to it. As the track titled, ""Are We Having a Party"" played over, my eyes were widened as I realized what had happened to Jesse (Fanning). In spite of its disturbing aspects (notably, a scene involving necrophilia), I ended up really liking The Neon Demon. I appreciate how it chose to make audiences uncomfortable rather than the usual ""lesbianism is hot~"" excuse (ie Birdman). There are critics who hate and/or have called this misogynistic, and I can completely understand why; but that doesn't wane my enjoyment of it.On the official movie discussion on Reddit, users have called this ""David Lynch meets Black Swan,"" which I also happen to agree with.It was great to see Abbey Kershaw on-screen again after her debut in Mad Max: Fury Road - also kind of funny her playing an aspiring model, considering she already works as one in real-life; can't wait to see what else she and Fanning have to offer in future projects!Learning that the director, Nicholas Refn, was born colorblind is very surprising, since his movies are so awashed with vivid colors. I'm planning on watching Only God Forgives and Drive next (the latter generally being considered his best work)."
